train_loss,val_loss,learning_rate
1.9376447200775146,1.662401795387268,0.01
1.9235732555389404,1.6611069440841675,0.01
1.9234225749969482,1.6618211269378662,0.01
1.923382043838501,1.660793423652649,0.01
1.9234123229980469,1.6608420610427856,0.01
1.9236335754394531,1.6603684425354004,0.01
1.9239979982376099,1.6625510454177856,0.01
1.923702359199524,1.6611196994781494,0.01
1.92366623878479,1.6603790521621704,0.01
1.9234155416488647,1.6617039442062378,0.002
