train_loss,val_loss,learning_rate
1.9327178001403809,1.6613185405731201,0.01
1.923765778541565,1.6614595651626587,0.01
1.9235087633132935,1.6624311208724976,0.01
1.9233839511871338,1.6603028774261475,0.01
1.9237213134765625,1.6611629724502563,0.01
1.9234317541122437,1.660996913909912,0.01
1.923450231552124,1.6604387760162354,0.01
1.9233789443969727,1.661608099937439,0.002
1.9233402013778687,1.6613447666168213,0.002
1.9235007762908936,1.6614298820495605,0.002
