train_loss,val_loss,learning_rate
1.9207499027252197,1.6593977212905884,0.01
1.919676423072815,1.6570086479187012,0.01
1.9193549156188965,1.6588289737701416,0.01
1.9194499254226685,1.6577030420303345,0.01
1.9195297956466675,1.6574972867965698,0.01
1.918013572692871,1.6576123237609863,0.002
1.9180392026901245,1.658125400543213,0.002
1.9181616306304932,1.6572636365890503,0.002
1.9175471067428589,1.6568816900253296,0.0004
1.9173582792282104,1.6579266786575317,0.0004
