train_loss,val_loss,learning_rate
2.3916027545928955,1.65743887424469,0.01
1.9190915822982788,1.6575335264205933,0.01
1.918882966041565,1.6589128971099854,0.01
2.1866447925567627,1.6609477996826172,0.01
1.923322319984436,1.6613943576812744,0.002
1.9235455989837646,1.6612187623977661,0.002
1.9232844114303589,1.6615523099899292,0.002
1.9232783317565918,1.6609272956848145,0.0004
1.9233994483947754,1.660832166671753,0.0004
1.9233362674713135,1.6612210273742676,0.0004
