train_loss,val_loss,learning_rate
1.959719802988203,1.828656598141319,0.0005
1.8071613923499459,1.7157106399536133,0.0005
1.6273754741016186,1.51405100759707,0.0005
1.5048132876032276,1.325941358741961,0.0005
1.4082213083380146,1.3736484238975926,0.0005
